month;day;hour;Hothouse;Coldhouse
7;30;:0510;0;0
7;30;:0610;0;0
7;30;:0710;0;0
7;30;:0810;0;0
7;30;:0910;0;0
7;30;:1010;0;0
7;30;:1110;0;0
7;30;:1210;0;0
7;30;:1310;0;0
7;30;:1410;0;0
7;30;:1510;0;0
7;30;:1610;0;0
7;30;:1710;0;0
7;30;:1810;0;0
7;30;:1910;0;0
7;30;:2010;0;0
7;30;:2110;0;0
7;30;:2210;0;0
7;30;:2310;0;0
7;31;:0010;0;0
7;31;:0110;0;0
7;31;:0210;0;0
7;31;:0310;0.028182966;0
7;31;:0410;0.03969146;0
7;31;:0510;0;0
7;31;:0610;0;0
7;31;:0710;0;0
7;31;:0810;0;0
7;31;:0910;0;0
7;31;:1010;0;0
7;31;:1110;0;0
7;31;:1210;0;0
7;31;:1310;0;0
7;31;:1410;0;0
7;31;:1510;0;0
7;31;:1610;0;0
7;31;:1710;0;0
7;31;:1810;0;0
7;31;:1910;0;0
7;31;:2010;0;0
7;31;:2110;0;0
7;31;:2210;0;0
7;31;:2310;0;0
8;1;:0010;0;0
8;1;:0110;0;0
8;1;:0210;0;0
8;1;:0310;0.028182966;0
8;1;:0410;0.049781254;0
8;1;:0510;0.010420614;0
8;1;:0610;0;0
8;1;:0710;0;0
8;1;:0810;0;0
8;1;:0910;0;0
8;1;:1010;0;0
8;1;:1110;0;0
8;1;:1210;0;0
8;1;:1310;0;0
8;1;:1410;0;0
8;1;:1510;0;0
8;1;:1610;0;0
8;1;:1710;0;0
8;1;:1810;0;0
8;1;:1910;0;0
8;1;:2010;0;0
8;1;:2110;0;0
8;1;:2210;0;0
8;1;:2310;0.0070462;0
8;2;:0010;0.014091254;0
8;2;:0110;0.021137453;0
8;2;:0210;0.028182966;0
8;2;:0310;0.063411673;0.010817942
8;2;:0410;0.080050289;0
8;2;:0510;0.035696071;0
8;2;:0610;0;0
8;2;:0710;0;0
8;2;:0810;0;0
8;2;:0910;0;0
8;2;:1010;0;0
8;2;:1110;0;0
8;2;:1210;0;0
8;2;:1310;0;0
8;2;:1410;0;0
8;2;:1510;0;0
8;2;:1610;0;0
8;2;:1710;0;0
8;2;:1810;0;0
8;2;:1910;0;0
8;2;:2010;0;0
8;2;:2110;0;0
8;2;:2210;0;0
8;2;:2310;0;0
8;3;:0010;0;0
8;3;:0110;0.0070462;0
8;3;:0210;0.014091254;0
8;3;:0310;0.021137453;0
8;3;:0410;0.035228707;0
8;3;:0510;0.014855531;0
8;3;:0610;0;0
8;3;:0710;0;0
8;3;:0810;0;0
8;3;:0910;0;0
8;3;:1010;0;0
8;3;:1110;0;0
8;3;:1210;0;0
8;3;:1310;0;0
8;3;:1410;0;0
8;3;:1510;0;0
8;3;:1610;0;0
8;3;:1710;0;0
8;3;:1810;0.000219707;0
8;3;:1910;0.010089908;0
8;3;:2010;0;0
8;3;:2110;0;0
8;3;:2210;0;0
8;3;:2310;0;0
8;4;:0010;0;0
8;4;:0110;0;0
8;4;:0210;0;0
8;4;:0310;0;0
8;4;:0410;0.014091254;0
8;4;:0510;0;0
8;4;:0610;0;0
8;4;:0710;0;0
8;4;:0810;0;0
8;4;:0910;0;0
8;4;:1010;0;0
8;4;:1110;0;0
8;4;:1210;0;0
8;4;:1310;0;0
8;4;:1410;0;0
8;4;:1510;0;0
8;4;:1610;0;0
8;4;:1710;0;0
8;4;:1810;0;0
8;4;:1910;0;0
8;4;:2010;0;0
8;4;:2110;0;0
8;4;:2210;0;0
8;4;:2310;0;0
8;5;:0010;0;0
8;5;:0110;0;0
8;5;:0210;0;0
8;5;:0310;0;0
8;5;:0410;0;0
8;5;:0510;0;0
8;5;:0610;0;0
8;5;:0710;0;0
8;5;:0810;0;0
8;5;:0910;0;0
8;5;:1010;0;0
8;5;:1110;0;0
8;5;:1210;0;0
8;5;:1310;0;0
8;5;:1410;0;0
8;5;:1510;0;0
8;5;:1610;0;0
8;5;:1710;0;0
8;5;:1810;0;0
8;5;:1910;0.000219707;0
8;5;:2010;0;0
8;5;:2110;0;0
8;5;:2210;0;0
8;5;:2310;0.0070462;0
8;6;:0010;0;0
8;6;:0110;0;0
8;6;:0210;0;0
8;6;:0310;0;0
8;6;:0410;0.014091254;0
8;6;:0510;0;0
8;6;:0610;0;0
8;6;:0710;0;0
8;6;:0810;0;0
8;6;:0910;0;0
8;6;:1010;0;0
8;6;:1110;0;0
8;6;:1210;0;0
8;6;:1310;0;0
8;6;:1410;0;0
8;6;:1510;0;0
8;6;:1610;0;0
8;6;:1710;0.000365644;0
8;6;:1810;0;0
8;6;:1910;0.000219707;0
8;6;:2010;0;0
8;6;:2110;0;0
8;6;:2210;0;0
8;6;:2310;0;0
8;7;:0010;0;0
8;7;:0110;0;0
8;7;:0210;0;0
8;7;:0310;0;0
8;7;:0410;0.014091254;0
8;7;:0510;0.000365644;0
8;7;:0610;0;0
8;7;:0710;0;0
8;7;:0810;0;0
8;7;:0910;0;0
8;7;:1010;0;0
8;7;:1110;0;0
8;7;:1210;0;0
8;7;:1310;0;0
8;7;:1410;0;0
8;7;:1510;0;0
8;7;:1610;0;0
8;7;:1710;0;0
8;7;:1810;0;0
8;7;:1910;0;0
8;7;:2010;0;0
8;7;:2110;0;0
8;7;:2210;0;0
8;7;:2310;0;0
8;8;:0010;0;0
8;8;:0110;0;0
8;8;:0210;0;0
8;8;:0310;0;0
8;8;:0410;0.021137453;0
8;8;:0510;0.019512332;0
8;8;:0610;0.000365644;0
8;8;:0710;0;0
8;8;:0810;0;0
8;8;:0910;0;0
8;8;:1010;0;0
8;8;:1110;0;0
8;8;:1210;0;0
8;8;:1310;0;0
8;8;:1410;0;0
8;8;:1510;0;0
8;8;:1610;0;0
8;8;:1710;0;0
8;8;:1810;0;0
8;8;:1910;0.040358256;0
8;8;:2010;0;0
8;8;:2110;0;0
8;8;:2210;0;0
8;8;:2310;0.014091254;0
8;9;:0010;0.028182966;0
8;9;:0110;0.028182966;0
8;9;:0210;0.028182966;0
8;9;:0310;0.028182966;0
8;9;:0410;0.042274219;0
8;9;:0510;0.031261153;0
8;9;:0610;0;0
8;9;:0710;0;0
8;9;:0810;0;0
8;9;:0910;0;0
8;9;:1010;0;0
8;9;:1110;0;0
8;9;:1210;0;0
8;9;:1310;0;0
8;9;:1410;0;0
8;9;:1510;0;0
8;9;:1610;0;0
8;9;:1710;0;0
8;9;:1810;0.004434918;0
8;9;:1910;0.040358256;0
8;9;:2010;0.021137453;0
8;9;:2110;0.021137453;0
8;9;:2210;0.028182966;0
8;9;:2310;0.028182966;0
8;10;:0010;0.028182966;0
8;10;:0110;0.028182966;0
8;10;:0210;0.035228707;0
8;10;:0310;0.042274219;0.010817942
8;10;:0410;0.063411673;0.010817942
8;10;:0510;0.062522306;0.00058308
8;10;:0610;0;0
8;10;:0710;0;0
8;10;:0810;0;0
8;10;:0910;0;0
8;10;:1010;0;0
8;10;:1110;0;0
8;10;:1210;0;0
8;10;:1310;0;0
8;10;:1410;0;0
8;10;:1510;0;0
8;10;:1610;0;0
8;10;:1710;0;0
8;10;:1810;0;0
8;10;:1910;0;0
8;10;:2010;0;0
8;10;:2110;0;0
8;10;:2210;0;0
8;10;:2310;0;0
8;11;:0010;0.0070462;0
8;11;:0110;0.014091254;0
8;11;:0210;0.021137453;0
8;11;:0310;0.028182966;0
8;11;:0410;0.042274219;0
8;11;:0510;0.02084054;0
8;11;:0610;0;0
8;11;:0710;0;0
8;11;:0810;0;0
8;11;:0910;0;0
8;11;:1010;0;0
8;11;:1110;0;0
8;11;:1210;0;0
8;11;:1310;0;0
8;11;:1410;0;0
8;11;:1510;0;0
8;11;:1610;0;0
8;11;:1710;0;0
8;11;:1810;0;0
8;11;:1910;0;0
8;11;:2010;0;0
8;11;:2110;0;0
8;11;:2210;0;0
8;11;:2310;0;0
8;12;:0010;0;0
8;12;:0110;0;0
8;12;:0210;0;0
8;12;:0310;0;0
8;12;:0410;0.021137453;0
8;12;:0510;0.010420614;0
8;12;:0610;0.000365644;0
8;12;:0710;0;0
8;12;:0810;0;0
8;12;:0910;0;0
8;12;:1010;0;0
8;12;:1110;0;0
8;12;:1210;0;0
8;12;:1310;0;0
8;12;:1410;0;0
8;12;:1510;0;0
8;12;:1610;0;0
8;12;:1710;0;0
8;12;:1810;0;0
8;12;:1910;0;0
8;12;:2010;0;0
8;12;:2110;0;0
8;12;:2210;0;0
8;12;:2310;0;0
8;13;:0010;0;0
8;13;:0110;0.0070462;0
8;13;:0210;0.0070462;0
8;13;:0310;0.0070462;0
8;13;:0410;0.028182966;0
8;13;:0510;0.010420614;0
8;13;:0610;0;0
8;13;:0710;0;0
8;13;:0810;0;0
8;13;:0910;0;0
8;13;:1010;0;0
8;13;:1110;0;0
8;13;:1210;0;0
8;13;:1310;0;0
8;13;:1410;0;0
8;13;:1510;0;0
8;13;:1610;0;0
8;13;:1710;0;0
8;13;:1810;0;0
8;13;:1910;0;0
8;13;:2010;0;0
8;13;:2110;0;0
8;13;:2210;0;0
8;13;:2310;0;0
8;14;:0010;0;0
8;14;:0110;0;0
8;14;:0210;0;0
8;14;:0310;0;0
8;14;:0410;0.0070462;0
8;14;:0510;0;0
8;14;:0610;0;0
8;14;:0710;0;0
8;14;:0810;0;0
8;14;:0910;0;0
8;14;:1010;0;0
8;14;:1110;0;0
8;14;:1210;0;0
8;14;:1310;0;0
8;14;:1410;0;0
8;14;:1510;0;0
8;14;:1610;0;0
8;14;:1710;0;0
8;14;:1810;0;0
8;14;:1910;0.000219707;0
8;14;:2010;0;0
8;14;:2110;0;0
8;14;:2210;0;0
8;14;:2310;0;0
8;15;:0010;0;0
8;15;:0110;0;0
8;15;:0210;0;0
8;15;:0310;0;0
8;15;:0410;0.021137453;0
8;15;:0510;0.004434918;0
8;15;:0610;0;0
8;15;:0710;0;0
8;15;:0810;0;0
8;15;:0910;0;0
8;15;:1010;0;0
8;15;:1110;0;0
8;15;:1210;0;0
8;15;:1310;0;0
8;15;:1410;0;0
8;15;:1510;0;0
8;15;:1610;0;0
8;15;:1710;0;0
8;15;:1810;0;0
8;15;:1910;0.009422998;0
8;15;:2010;0;0
8;15;:2110;0;0
8;15;:2210;0;0
8;15;:2310;0.0070462;0
8;16;:0010;0.0070462;0
8;16;:0110;0.014091254;0
8;16;:0210;0.014091254;0
8;16;:0310;0.014091254;0
8;16;:0410;0.035228707;0
8;16;:0510;0.031261153;0
8;16;:0610;0.000365644;0
8;16;:0710;0;0
8;16;:0810;0;0
8;16;:0910;0;0
8;16;:1010;0;0
8;16;:1110;0;0
8;16;:1210;0;0
8;16;:1310;0;0
8;16;:1410;0;0
8;16;:1510;0;0
8;16;:1610;0;0
8;16;:1710;0;0
8;16;:1810;0;0
8;16;:1910;0.029602126;0
8;16;:2010;0;0
8;16;:2110;0;0
8;16;:2210;0;0
8;16;:2310;0.0070462;0
8;17;:0010;0.0070462;0
8;17;:0110;0.014091254;0
8;17;:0210;0.014091254;0
8;17;:0310;0.021137453;0
8;17;:0410;0.042274219;0
8;17;:0510;0.031261153;0
8;17;:0610;0;0
8;17;:0710;0;0
8;17;:0810;0;0
8;17;:0910;0;0
8;17;:1010;0;0
8;17;:1110;0;0
8;17;:1210;0;0
8;17;:1310;0;0
8;17;:1410;0;0
8;17;:1510;0;0
8;17;:1610;0;0
8;17;:1710;0;0
8;17;:1810;0;0
8;17;:1910;0;0
8;17;:2010;0;0
8;17;:2110;0;0
8;17;:2210;0;0
8;17;:2310;0;0
8;18;:0010;0;0
8;18;:0110;0;0
8;18;:0210;0;0
8;18;:0310;0;0
8;18;:0410;0.0070462;0
8;18;:0510;0.009422998;0
8;18;:0610;0;0
8;18;:0710;0;0
8;18;:0810;0;0
8;18;:0910;0;0
8;18;:1010;0;0
8;18;:1110;0;0
8;18;:1210;0;0
8;18;:1310;0;0
8;18;:1410;0;0
8;18;:1510;0;0
8;18;:1610;0;0
8;18;:1710;0;0
8;18;:1810;0;0
8;18;:1910;0;0
8;18;:2010;0;0
8;18;:2110;0;0
8;18;:2210;0;0
8;18;:2310;0;0
8;19;:0010;0;0
8;19;:0110;0;0
8;19;:0210;0;0
8;19;:0310;0;0
8;19;:0410;0;0
8;19;:0510;0;0
8;19;:0610;0;0
8;19;:0710;0;0
8;19;:0810;0;0
8;19;:0910;0;0
8;19;:1010;0;0
8;19;:1110;0;0
8;19;:1210;0;0
8;19;:1310;0;0
8;19;:1410;0;0
8;19;:1510;0;0
8;19;:1610;0;0
8;19;:1710;0;0
8;19;:1810;0;0
8;19;:1910;0;0
8;19;:2010;0;0
8;19;:2110;0;0
8;19;:2210;0;0
8;19;:2310;0;0
8;20;:0010;0;0
8;20;:0110;0;0
8;20;:0210;0;0
8;20;:0310;0;0
8;20;:0410;0.014091254;0
8;20;:0510;0.009422998;0
8;20;:0610;0;0
8;20;:0710;0;0
8;20;:0810;0;0
8;20;:0910;0;0
8;20;:1010;0;0
8;20;:1110;0;0
8;20;:1210;0;0
8;20;:1310;0;0
8;20;:1410;0;0
8;20;:1510;0.000365644;0
8;20;:1610;0.004434918;0
8;20;:1710;0.010420614;0
8;20;:1810;0.019512332;0
8;20;:1910;0;0
8;20;:2010;0;0
8;20;:2110;0;0
8;20;:2210;0;0
8;20;:2310;0;0
8;21;:0010;0.0070462;0
8;21;:0110;0.014091254;0
8;21;:0210;0.014091254;0
8;21;:0310;0.021137453;0
8;21;:0410;0.035228707;0
8;21;:0510;0.03969146;0
8;21;:0610;0.010420614;0
8;21;:0710;0;0
8;21;:0810;0;0
8;21;:0910;0;0
8;21;:1010;0;0
8;21;:1110;0;0
8;21;:1210;0;0
8;21;:1310;0;0
8;21;:1410;0;0
8;21;:1510;0;0
8;21;:1610;0;0
8;21;:1710;0;0
8;21;:1810;0.009422998;0
8;21;:1910;0.0070462;0
8;21;:2010;0.014091254;0
8;21;:2110;0.014091254;0
8;21;:2210;0.021137453;0
8;21;:2310;0.028182966;0
8;22;:0010;0.021137453;0
8;22;:0110;0.028182966;0
8;22;:0210;0.028182966;0
8;22;:0310;0.028182966;0
8;22;:0410;0.056365473;0
8;22;:0510;0.080050289;0
8;22;:0610;0.052101693;0
8;22;:0710;0.000365644;0
8;22;:0810;0;0
8;22;:0910;0;0
8;22;:1010;0;0
8;22;:1110;0;0
8;22;:1210;0;0
8;22;:1310;0;0
8;22;:1410;0;0
8;22;:1510;0;0
8;22;:1610;0;0
8;22;:1710;0;0
8;22;:1810;0.009422998;0
8;22;:1910;0;0
8;22;:2010;0.0070462;0
8;22;:2110;0.0070462;0
8;22;:2210;0.021137453;0
8;22;:2310;0.035228707;0
8;23;:0010;0.042274219;0
8;23;:0110;0.042274219;0
8;23;:0210;0.042274219;0
8;23;:0310;0.035228707;0
8;23;:0410;0.063411673;0
8;23;:0510;0.080050289;0
8;23;:0610;0.041681079;0
8;23;:0710;0;0
8;23;:0810;0;0
8;23;:0910;0;0
8;23;:1010;0;0
8;23;:1110;0;0
8;23;:1210;0;0
8;23;:1310;0;0
8;23;:1410;0;0
8;23;:1510;0;0
8;23;:1610;0;0
8;23;:1710;0;0
8;23;:1810;0.000365644;0
8;23;:1910;0;0
8;23;:2010;0;0
8;23;:2110;0;0
8;23;:2210;0.0070462;0
8;23;:2310;0.014091254;0
8;24;:0010;0.021137453;0
8;24;:0110;0.028182966;0
8;24;:0210;0.042274219;0
8;24;:0310;0.049320419;0
8;24;:0410;0.070457185;0
8;24;:0510;0.09013951;0
8;24;:0610;0.014855531;0
8;24;:0710;0;0
8;24;:0810;0;0
8;24;:0910;0;0
8;24;:1010;0;0
8;24;:1110;0;0
8;24;:1210;0;0
8;24;:1310;0;0
8;24;:1410;0;0
8;24;:1510;0;0
8;24;:1610;0;0
8;24;:1710;0;0
8;24;:1810;0;0
8;24;:1910;0;0
8;24;:2010;0;0
8;24;:2110;0.0070462;0
8;24;:2210;0.014091254;0
8;24;:2310;0.014091254;0
8;25;:0010;0.021137453;0
8;25;:0110;0.021137453;0
8;25;:0210;0.035228707;0
8;25;:0310;0.042274219;0
8;25;:0410;0.063411673;0
8;25;:0510;0.080050289;0
8;25;:0610;0.004434918;0
8;25;:0710;0;0
8;25;:0810;0;0
8;25;:0910;0;0
8;25;:1010;0;0
8;25;:1110;0;0
8;25;:1210;0;0
8;25;:1310;0;0
8;25;:1410;0;0
8;25;:1510;0;0
8;25;:1610;0;0
8;25;:1710;0;0
8;25;:1810;0;0
8;25;:1910;0;0
8;25;:2010;0;0
8;25;:2110;0;0
8;25;:2210;0;0
8;25;:2310;0;0
8;26;:0010;0.0070462;0
8;26;:0110;0.014091254;0
8;26;:0210;0.021137453;0
8;26;:0310;0.028182966;0
8;26;:0410;0.049320419;0
8;26;:0510;0.059871161;0
8;26;:0610;0.02084054;0
8;26;:0710;0;0
8;26;:0810;0;0
8;26;:0910;0;0
8;26;:1010;0;0
8;26;:1110;0;0
8;26;:1210;0;0
8;26;:1310;0;0
8;26;:1410;0;0
8;26;:1510;0;0
8;26;:1610;0;0
8;26;:1710;0;0
8;26;:1810;0;0
8;26;:1910;0;0
8;26;:2010;0;0
8;26;:2110;0;0
8;26;:2210;0.0070462;0
8;26;:2310;0.014091254;0
8;27;:0010;0.014091254;0
8;27;:0110;0.0070462;0
8;27;:0210;0;0
8;27;:0310;0;0
8;27;:0410;0.014091254;0
8;27;:0510;0.020179128;0
8;27;:0610;0.004434918;0
8;27;:0710;0;0
8;27;:0810;0;0
8;27;:0910;0;0
8;27;:1010;0;0
8;27;:1110;0;0
8;27;:1210;0;0
8;27;:1310;0;0
8;27;:1410;0;0
8;27;:1510;0;0
8;27;:1610;0;0
8;27;:1710;0;0
8;27;:1810;0.000219707;0
8;27;:1910;0;0
8;27;:2010;0;0
8;27;:2110;0;0
8;27;:2210;0;0
8;27;:2310;0;0
8;28;:0010;0.00637929;0
8;28;:0110;0.00637929;0
8;28;:0210;0.013424458;0
8;28;:0310;0.013424458;0
8;28;:0410;0.035228707;0
8;28;:0510;0.049781254;0
8;28;:0610;0.025275458;0
8;28;:0710;0;0
8;28;:0810;0;0
8;28;:0910;0;0
8;28;:1010;0;0
8;28;:1110;0;0
8;28;:1210;0;0
8;28;:1310;0;0
8;28;:1410;0;0
8;28;:1510;0;0
8;28;:1610;0;0
8;28;:1710;0.010420614;0
8;28;:1810;0.028182966;0
8;28;:1910;0.013424458;0
8;28;:2010;0.013424458;0
8;28;:2110;0.013424458;0
8;28;:2210;0.013424458;0
8;28;:2310;0.013424458;0
8;29;:0010;0.0070462;0
8;29;:0110;0.0070462;0
8;29;:0210;0.0070462;0
8;29;:0310;0.0070462;0
8;29;:0410;0.028182966;0
8;29;:0510;0.020179128;0
8;29;:0610;0;0
8;29;:0710;0;0
8;29;:0810;0;0
8;29;:0910;0;0
8;29;:1010;0;0
8;29;:1110;0;0
8;29;:1210;0;0
8;29;:1310;0;0
8;29;:1410;0;0
8;29;:1510;0;0
8;29;:1610;0;0
8;29;:1710;0.000365644;0
8;29;:1810;0;0
8;29;:1910;0;0
8;29;:2010;0;0
8;29;:2110;0;0
8;29;:2210;0;0
8;29;:2310;0;0
8;30;:0010;0;0
8;30;:0110;0;0
8;30;:0210;0;0
8;30;:0310;0;0
8;30;:0410;0.014091254;0
8;30;:0510;0.010089908;0
8;30;:0610;0.000365644;0
8;30;:0710;0;0
8;30;:0810;0;0
8;30;:0910;0;0
8;30;:1010;0;0
8;30;:1110;0;0
8;30;:1210;0;0
8;30;:1310;0;0
8;30;:1410;0;0
8;30;:1510;0;0
8;30;:1610;0;0
8;30;:1710;0.000365644;0
8;30;:1810;0;0
8;30;:1910;0;0
8;30;:2010;0;0
8;30;:2110;0;0
8;30;:2210;0;0
8;30;:2310;0;0
8;31;:0010;0;0
8;31;:0110;0;0
8;31;:0210;0;0
8;31;:0310;0;0
8;31;:0410;0.0070462;0
8;31;:0510;0;0
8;31;:0610;0;0
8;31;:0710;0;0
8;31;:0810;0;0
8;31;:0910;0;0
8;31;:1010;0;0
8;31;:1110;0;0
8;31;:1210;0;0
8;31;:1310;0;0
8;31;:1410;0;0
8;31;:1510;0;0
8;31;:1610;0.010420614;0
8;31;:1710;0.014524825;0
8;31;:1810;0;0
8;31;:1910;0;0
8;31;:2010;0;0
8;31;:2110;0;0
8;31;:2210;0;0
8;31;:2310;0;0
9;1;:0010;0;0
9;1;:0110;0;0
9;1;:0210;0;0
9;1;:0310;0;0
9;1;:0410;0.014091254;0
9;1;:0510;0.010089908;0
9;1;:0610;0;0
9;1;:0710;0;0
9;1;:0810;0;0
9;1;:0910;0;0
9;1;:1010;0;0
9;1;:1110;0;0
9;1;:1210;0;0
9;1;:1310;0;0
9;1;:1410;0;0
9;1;:1510;0;0
9;1;:1610;0;0
9;1;:1710;0;0
9;1;:1810;0;0
9;1;:1910;0;0
9;1;:2010;0;0
9;1;:2110;0;0
9;1;:2210;0;0
9;1;:2310;0;0
9;2;:0010;0;0
9;2;:0110;0;0
9;2;:0210;0;0
9;2;:0310;0;0
9;2;:0410;0;0
9;2;:0510;0.000219707;0
9;2;:0610;0;0
9;2;:0710;0;0
9;2;:0810;0;0
9;2;:0910;0;0
9;2;:1010;0;0
9;2;:1110;0;0
9;2;:1210;0;0
9;2;:1310;0;0
9;2;:1410;0;0
9;2;:1510;0;0
9;2;:1610;0;0
9;2;:1710;0;0
9;2;:1810;0;0
9;2;:1910;0;0
9;2;:2010;0;0
9;2;:2110;0;0
9;2;:2210;0;0
9;2;:2310;0;0
9;3;:0010;0;0
9;3;:0110;0;0
9;3;:0210;0;0
9;3;:0310;0;0
9;3;:0410;0;0
9;3;:0510;0.009422998;0
9;3;:0610;0;0
9;3;:0710;0;0
9;3;:0810;0;0
9;3;:0910;0;0
9;3;:1010;0;0
9;3;:1110;0;0
9;3;:1210;0;0
9;3;:1310;0;0
9;3;:1410;0;0
9;3;:1510;0;0
9;3;:1610;0;0
9;3;:1710;0;0
9;3;:1810;0;0
9;3;:1910;0;0
9;3;:2010;0;0
9;3;:2110;0;0
9;3;:2210;0;0
9;3;:2310;0;0
9;4;:0010;0;0
9;4;:0110;0;0
9;4;:0210;0;0
9;4;:0310;0;0
9;4;:0410;0;0
9;4;:0510;0;0
9;4;:0610;0;0
9;4;:0710;0;0
9;4;:0810;0;0
9;4;:0910;0;0
9;4;:1010;0;0
9;4;:1110;0;0
9;4;:1210;0;0
9;4;:1310;0;0
9;4;:1410;0;0
9;4;:1510;0;0
9;4;:1610;0;0
9;4;:1710;0;0
9;4;:1810;0;0
9;4;:1910;0;0
9;4;:2010;0;0
9;4;:2110;0;0
9;4;:2210;0;0
9;4;:2310;0;0
9;5;:0010;0;0
9;5;:0110;0.0070462;0
9;5;:0210;0.0070462;0
9;5;:0310;0.0070462;0
9;5;:0410;0.0070462;0
9;5;:0510;0.028182966;0
9;5;:0610;0.004434918;0
9;5;:0710;0;0
9;5;:0810;0;0
9;5;:0910;0;0
9;5;:1010;0;0
9;5;:1110;0;0
9;5;:1210;0;0
9;5;:1310;0;0
9;5;:1410;0;0
9;5;:1510;0;0
9;5;:1610;0;0
9;5;:1710;0;0
9;5;:1810;0;0
9;5;:1910;0;0
9;5;:2010;0;0
9;5;:2110;0;0
9;5;:2210;0;0
9;5;:2310;0;0
9;6;:0010;0;0
9;6;:0110;0;0
9;6;:0210;0;0
9;6;:0310;0;0
9;6;:0410;0;0
9;6;:0510;0;0
9;6;:0610;0.000365644;0
9;6;:0710;0;0
9;6;:0810;0;0
9;6;:0910;0;0
9;6;:1010;0;0
9;6;:1110;0;0
9;6;:1210;0;0
9;6;:1310;0;0
9;6;:1410;0;0
9;6;:1510;0;0
9;6;:1610;0;0
9;6;:1710;0.000365644;0
9;6;:1810;0.009422998;0
9;6;:1910;0;0
9;6;:2010;0;0
9;6;:2110;0;0
9;6;:2210;0;0
9;6;:2310;0;0
9;7;:0010;0;0
9;7;:0110;0.003044739;0
9;7;:0210;0.003044739;0
9;7;:0310;0.003044739;0
9;7;:0410;0.01009048;0
9;7;:0510;0.028182966;0
9;7;:0610;0.02084054;0
9;7;:0710;0.000365644;0
9;7;:0810;0.000365644;0
9;7;:0910;0;0
9;7;:1010;0;0
9;7;:1110;0;0
9;7;:1210;0;0
9;7;:1310;0;0
9;7;:1410;0;0
9;7;:1510;0;0
9;7;:1610;0;0
9;7;:1710;0.010420614;0
9;7;:1810;0.030269036;0
9;7;:1910;0.003044739;0
9;7;:2010;0.01009048;0
9;7;:2110;0.01009048;0
9;7;:2210;0.003044739;0
9;7;:2310;0.003044739;0
9;8;:0010;0;0
9;8;:0110;0.0070462;0
9;8;:0210;0.014091254;0
9;8;:0310;0.014091254;0
9;8;:0410;0.014091254;0
9;8;:0510;0.035228707;0
9;8;:0610;0.031261153;0
9;8;:0710;0;0
9;8;:0810;0;0
9;8;:0910;0;0
9;8;:1010;0;0
9;8;:1110;0;0
9;8;:1210;0;0
9;8;:1310;0;0
9;8;:1410;0;0
9;8;:1510;0.000365644;0
9;8;:1610;0;0
9;8;:1710;0.009422998;0
9;8;:1810;0.019512332;0
9;8;:1910;0;0
9;8;:2010;0;0
9;8;:2110;0;0
9;8;:2210;0;0
9;8;:2310;0;0
9;9;:0010;0;0
9;9;:0110;0;0
9;9;:0210;0.0070462;0
9;9;:0310;0.014091254;0
9;9;:0410;0.014091254;0
9;9;:0510;0.028182966;0
9;9;:0610;0.014855531;0
9;9;:0710;0.000365644;0
9;9;:0810;0;0
9;9;:0910;0;0
9;9;:1010;0;0
9;9;:1110;0;0
9;9;:1210;0;0
9;9;:1310;0;0
9;9;:1410;0;0
9;9;:1510;0;0
9;9;:1610;0.000365644;0
9;9;:1710;0.004434918;0
9;9;:1810;0.050448164;0
9;9;:1910;0.035228707;0
9;9;:2010;0.042274219;0
9;9;:2110;0.049320419;0
9;9;:2210;0.049320419;0
9;9;:2310;0.049320419;0
9;10;:0010;0.028182966;0
9;10;:0110;0.028182966;0
9;10;:0210;0.021137453;0
9;10;:0310;0.021137453;0
9;10;:0410;0.021137453;0
9;10;:0510;0.049320419;0
9;10;:0610;0.062522306;0
9;10;:0710;0.010420614;0
9;10;:0810;0;0
9;10;:0910;0;0
9;10;:1010;0;0
9;10;:1110;0;0
9;10;:1210;0;0
9;10;:1310;0;0
9;10;:1410;0;0
9;10;:1510;0;0
9;10;:1610;0;0
9;10;:1710;0.031261153;0
9;10;:1810;0.050448164;0
9;10;:1910;0.014091254;0
9;10;:2010;0.021137453;0
9;10;:2110;0.021137453;0
9;10;:2210;0.014091254;0
9;10;:2310;0.014091254;0
9;11;:0010;0.021137453;0
9;11;:0110;0.028182966;0
9;11;:0210;0.035228707;0
9;11;:0310;0.035228707;0
9;11;:0410;0.042274219;0
9;11;:0510;0.063411673;0
9;11;:0610;0.072942233;0
9;11;:0710;0.025275458;0
9;11;:0810;0;0
9;11;:0910;0;0
9;11;:1010;0;0
9;11;:1110;0;0
9;11;:1210;0;0
9;11;:1310;0;0
9;11;:1410;0;0
9;11;:1510;0;0
9;11;:1610;0;0
9;11;:1710;0.004434918;0
9;11;:1810;0.034703953;0
9;11;:1910;0.014091254;0
9;11;:2010;0.021137453;0
9;11;:2110;0.035228707;0
9;11;:2210;0.028182966;0
9;11;:2310;0.035228707;0
9;12;:0010;0.035228707;0
9;12;:0110;0.035228707;0
9;12;:0210;0.035228707;0
9;12;:0310;0.035228707;0
9;12;:0410;0.035228707;0
9;12;:0510;0.056365473;0
9;12;:0610;0.052101693;0
9;12;:0710;0;0
9;12;:0810;0;0
9;12;:0910;0;0
9;12;:1010;0;0
9;12;:1110;0;0
9;12;:1210;0;0
9;12;:1310;0;0
9;12;:1410;0;0
9;12;:1510;0;0
9;12;:1610;0;0
9;12;:1710;0;0
9;12;:1810;0.000219707;0
9;12;:1910;0;0
